Date,SGDUSD_Close,GBPUSD_Close,Scaled_SGDUSD,Scaled_GBPUSD,scaled_residuals,Position_Size_SGDUSD,Position_Size_GBPUSD,PnL,Mark_to_Market_SGDUSD,Mark_to_Market_GBPUSD,Mark_to_Market_Total
2018-03-07,0.7586677670478821,1.390008568763733,1.6799696238677748,1.556408866226491,0.12356075764128382,1235.6075764128382,-1235.6075764128382,0.0,117.49831102991806,26.804570319947622,-467.48910986509725
2018-03-08,0.7612667679786682,1.390627145767212,1.8740153841410379,1.5662603863516533,0.30775499778938453,3077.549977893845,-3077.549977893845,689.799078867166,117.49831102991806,26.804570319947622,-454.81934212602164
2018-03-09,0.7593591213226318,1.3805670738220215,1.7315872913618024,1.4060426597448992,0.3255446316169033,3255.446316169033,-3255.446316169033,1718.0949521869445,117.49831102991806,26.804570319947622,-402.66417802224555
2018-03-12,0.759739875793457,1.38554048538208,1.7600150575443911,1.4852497169084704,0.27476534063592073,2747.653406359207,-2747.653406359207,1817.4086280000377,117.49831102991806,26.804570319947622,-432.045714885884
2018-03-13,0.7621951103210449,1.3907625675201416,1.943326977486971,1.5684171269302203,0.37490985055675075,3749.0985055675073,-3749.0985055675073,1533.9245444376827,117.49831102991806,26.804570319947622,-449.7466303872351
2018-03-14,0.7624392509460449,1.397233486175537,1.9615549252458757,1.6714736340479808,0.29008129119789494,2900.8129119789496,-2900.8129119789496,2092.998412352455,117.49831102991806,26.804570319947622,-489.58246064563957
2018-03-15,0.7641170620918274,1.3971552848815918,2.0868231140802047,1.670228192305428,0.41659492177477664,4165.949217747766,-4165.949217747766,1619.428460011724,117.49831102991806,26.804570319947622,-478.3483660401829
2018-03-16,0.760820746421814,1.3938642740249634,1.8407146680570816,1.6178152194599174,0.22289944859716426,2228.9944859716425,-2228.9944859716425,2325.7124574717377,117.49831102991806,26.804570319947622,-478.3823035989856
2018-03-19,0.7587772011756897,1.3943500518798828,1.6881401590448621,1.6255517668698298,0.06258839217503231,625.8839217503231,-625.8839217503231,1244.3743244817285,117.49831102991806,26.804570319947622,-494.56365537192454
2018-03-20,0.7599939703941345,1.4025245904922485,1.7789861857905365,1.755740298290673,0.02324588749986356,232.4588749986356,-232.4588749986356,349.41041228845,117.49831102991806,26.804570319947622,-539.0760049691609
2018-03-21,0.7585526704788208,1.4004818201065063,1.6713763213476467,1.7232069298449644,-0.05183060849731769,-518.3060849731769,518.3060849731769,129.774145861162,117.49831102991806,26.804570319947622,-535.2280959143541
2018-03-22,0.7619860172271729,1.414627194404602,1.927715737072362,1.9484875962646517,-0.020771859192289632,-207.71859192289634,207.71859192289634,-289.35324354654847,117.49831102991806,26.804570319947622,-603.7583228008642
2018-03-23,0.7599766254425049,1.4114724397659302,1.7776911826660635,1.8982446537724,-0.12055347110633652,-1205.5347110633652,1205.5347110633652,-115.96245936592163,117.49831102991806,26.804570319947622,-596.4308606665695
2018-03-26,0.7604331374168396,1.4147672653198242,1.8117751308802852,1.950718379873645,-0.13894324899335975,-1389.4324899335975,1389.4324899335975,-673.0103870422206,117.49831102991806,26.804570319947622,-614.5889799095431
2018-03-27,0.7644675374031067,1.423892855644226,2.112990187523164,2.0960534573647416,0.016936730158422453,169.36730158422452,-169.36730158422452,-775.6744697914352,117.49831102991806,26.804570319947622,-647.1598846588623
2018-03-28,0.7637085914611816,1.417635440826416,2.056326013007994,1.996397234028859,0.05992877897913518,599.2877897913518,-599.2877897913518,94.55219509270864,117.49831102991806,26.804570319947622,-611.9834142994455
2018-03-29,0.7620208859443665,1.4080342054367065,1.9303190938689831,1.8434869849633941,0.08683210890558901,868.3210890558901,-868.3210890558901,334.56266638842135,117.49831102991806,26.804570319947622,-561.356584304446
2018-03-30,0.7628347277641296,1.4029377698898315,1.9910818865203712,1.7623206353023924,0.22876125121797886,2287.6125121797886,-2287.6125121797886,484.75511062386204,117.49831102991806,26.804570319947622,-523.5455679476395
2018-04-02,0.7626427412033081,1.403823971748352,1.976747848500002,1.7764343760251629,0.20031347247483922,2003.1347247483923,-2003.1347247483923,1277.098840950605,117.49831102991806,26.804570319947622,-530.443281444062
2018-04-03,0.761904776096344,1.4046719074249268,1.9216501382453632,1.789938685651349,0.13171145259401418,1317.1145259401417,-1317.1145259401417,1118.284246839714,117.49831102991806,26.804570319947622,-540.5890862425206
2018-04-04,0.7626601457595825,1.4068654775619507,1.9780473018070333,1.8248737062378033,0.15317359556922994,1531.7359556922993,-1531.7359556922993,735.3017285582855,117.49831102991806,26.804570319947622,-549.7899778869001
2018-04-05,0.7622299790382385,1.4088078737258911,1.9459303342835919,1.8558085046420034,0.09012182964158844,901.2182964158843,-901.2182964158843,855.1178152951378,117.49831102991806,26.804570319947622,-564.9684557311759
2018-04-06,0.7596937417984009,1.400874137878418,1.7565706162442467,1.729455022489387,0.027115593754859724,271.15593754859725,-271.15593754859725,503.1205397191626,117.49831102991806,26.804570319947622,-530.4379429516662
2018-04-09,0.7597455978393555,1.4091651439666748,1.7604422750699906,1.8614984267493673,-0.10105615167937665,-1010.5615167937665,1010.5615167937665,151.3774433897537,117.49831102991806,26.804570319947622,-583.1479289437332
2018-04-10,0.7626019716262817,1.4138271808624268,1.9737039236301068,1.9357464994136278,0.037957424216479074,379.57424216479075,-379.57424216479075,-564.1632640734457,117.49831102991806,26.804570319947622,-594.6996638467475
2018-04-11,0.7642922401428223,1.4182183742523193,2.099902200619126,2.005681090920754,0.09422110969837183,942.2110969837183,-942.2110969837183,211.90381768871032,117.49831102991806,26.804570319947622,-611.9788384488204
2018-04-12,0.7643506526947021,1.4189025163650513,2.104263379526286,2.0165768076288493,0.08768657189743667,876.8657189743667,-876.8657189743667,526.0054722913384,117.49831102991806,26.804570319947622,-615.9819451039946
2018-04-13,0.762549638748169,1.4238117933273315,1.9697966633438964,2.094762450680388,-0.12496578733649155,-1249.6578733649155,1249.6578733649155,489.52529653040807,117.49831102991806,26.804570319947622,-658.911050384953
