Date,ARSUSD=X,BRLUSD=X,CNYUSD=X,INRUSD=X,RUBUSD=X
2019-05-21,0.022130748257040977,0.24420620501041412,0.14469057321548462,0.014259740710258484,0.015513232909142971
2019-05-23,0.022290579974651337,0.24772097170352936,0.14481420814990997,0.014291328378021717,0.015541079454123974
2019-05-24,0.022185739129781723,0.24760441482067108,0.14472827315330505,0.014296947978436947,0.015425766818225384
2019-05-27,0.022235563024878502,0.24868197739124298,0.1449422389268875,0.01441753190010786,0.015519299544394016
2019-05-28,0.022249367088079453,0.24739615619182587,0.1449863761663437,0.014343086630105972,0.015542238019406796
2019-05-29,0.022388894110918045,0.24853365123271942,0.144736647605896,0.014311269856989384,0.015471781603991985
2019-05-30,0.02250584587454796,0.2516736090183258,0.14464662969112396,0.014323568902909756,0.01540338434278965
2019-05-31,0.02244492433965206,0.2512562870979309,0.14490863680839539,0.014289796352386475,0.015334154479205608
2019-06-03,0.022500984370708466,0.2548290193080902,0.14484147727489471,0.01437409408390522,0.015254320576786995
2019-06-04,0.02229490503668785,0.2574599087238312,0.14486874639987946,0.014458826743066311,0.015313209034502506
2019-06-05,0.022383883595466614,0.25949761271476746,0.14477436244487762,0.014376078732311726,0.015353907831013203
2019-06-06,0.022268740460276604,0.2577718198299408,0.14475759863853455,0.014362657442688942,0.01531897857785225
2019-06-07,0.022281093522906303,0.25783827900886536,0.14473874866962433,0.01441753190010786,0.015376856550574303
2019-06-10,0.022277172654867172,0.2579646706581116,0.1447429358959198,0.014420649968087673,0.01542533840984106
2019-06-11,0.02228933945298195,0.25743338465690613,0.14429806172847748,0.01438362617045641,0.015455663204193115
2019-06-12,0.022380877286195755,0.25939664244651794,0.14470942318439484,0.014412025921046734,0.015491794794797897
2019-06-13,0.02289639413356781,0.25867196917533875,0.14457343518733978,0.014347203075885773,0.015437721274793148
2019-06-14,0.02298586256802082,0.2598617374897003,0.14449195563793182,0.01432664692401886,0.01549952756613493
2019-06-17,0.02292316034436226,0.25677236914634705,0.1444147527217865,0.014332705177366734,0.015545281581580639
2019-06-18,0.0227348692715168,0.2572678029537201,0.14440642297267914,0.014262791723012924,0.015552414581179619
2019-06-19,0.02302025817334652,0.25910091400146484,0.14487925171852112,0.014333834871649742,0.015635333955287933
2019-06-20,0.023075608536601067,0.26072898507118225,0.1448708474636078,0.014312293380498886,0.015690704807639122
2019-06-21,0.02307816594839096,0.26057273149490356,0.1459641009569168,0.014330754056572914,0.015906546264886856
2019-06-24,0.023406049236655235,0.2617458403110504,0.14558371901512146,0.014374032616615295,0.015858666971325874
2019-06-25,0.023578234016895294,0.2613969147205353,0.1454312801361084,0.0143673000857234,0.01599234901368618
2019-06-26,0.023604389280080795,0.2600442171096802,0.14537419378757477,0.014360079541802406,0.01590682379901409
2019-06-27,0.023432374000549316,0.26022014021873474,0.14536786079406738,0.0143673000857234,0.015871604904532433
2019-06-28,0.023420630022883415,0.2620545029640198,0.1456218808889389,0.014424811117351055,0.015858566388487816
2019-07-01,0.023523878306150436,0.25977399945259094,0.14564944803714752,0.014505262486636639,0.01588352955877781
2019-07-02,0.023609407246112823,0.260443776845932,0.14596834778785706,0.01445765607059002,0.015896128490567207
2019-07-03,0.023720290511846542,0.2601524591445923,0.14551803469657898,0.014475447125732899,0.01580510474741459
2019-07-04,0.023791396990418434,0.26143789291381836,0.14534461498260498,0.014491178095340729,0.01580255664885044
2019-07-05,0.02395840920507908,0.2631025016307831,0.14554768800735474,0.01454757060855627,0.015764987096190453
2019-07-08,0.0239280816167593,0.2618418037891388,0.14508312940597534,0.014611338265240192,0.015691936016082764
2019-07-09,0.02392287366092205,0.26322025060653687,0.14532983303070068,0.014524328522384167,0.015709906816482544
2019-07-10,0.02392287366092205,0.2632271647453308,0.14517369866371155,0.01454228162765503,0.015670739114284515
2019-07-11,0.023900002241134644,0.2666453421115875,0.14551380276679993,0.014626811258494854,0.015843842178583145
2019-07-12,0.023982541635632515,0.26632577180862427,0.1455773562192917,0.014562400057911873,0.01592465676367283
2019-07-15,0.024048231542110443,0.2677806317806244,0.1453530639410019,0.0145878279581666,0.015845298767089844
2019-07-16,0.02358323708176613,0.26640382409095764,0.1454143524169922,0.014545983634889126,0.01596260815858841
2019-07-17,0.023431826382875443,0.2654491364955902,0.14544819295406342,0.014514842070639133,0.015882141888141632
2019-07-18,0.023531626909971237,0.2658301889896393,0.14550110697746277,0.014537841081619263,0.01589769497513771
2019-07-19,0.023607010021805763,0.2690052092075348,0.14536786079406738,0.014524328522384167,0.015909861773252487
2019-07-22,0.023562954738736153,0.2669585347175598,0.14532560110092163,0.01452854834496975,0.015879014506936073
2019-07-23,0.023556571453809738,0.26739397644996643,0.1453467309474945,0.014459224417805672,0.015872739255428314
2019-07-24,0.02346866950392723,0.2650832533836365,0.1453847587108612,0.014488554559648037,0.01583152636885643
2019-07-25,0.023352153599262238,0.26516056060791016,0.1455286294221878,0.014454000629484653,0.015811502933502197
2019-07-26,0.023080136626958847,0.26488664746284485,0.14552651345729828,0.014461211860179901,0.0158349871635437
2019-07-29,0.023116042837500572,0.2650059759616852,0.14538687467575073,0.014520109631121159,0.01582864485681057
2019-07-30,0.022861167788505554,0.2645432651042938,0.1450873464345932,0.014503263868391514,0.015769338235259056
2019-07-31,0.022798778489232063,0.2639009952545166,0.14527282118797302,0.014476493932306767,0.01575031317770481
2019-08-01,0.02282276563346386,0.2623501121997833,0.14527703821659088,0.014408184215426445,0.01573202572762966
2019-08-02,0.02257642149925232,0.26059991121292114,0.1449737548828125,0.014430596493184566,0.015552124939858913
2019-08-05,0.02243208698928356,0.2574731707572937,0.1441088318824768,0.014356079511344433,0.015331191942095757
