trade_type,lcy_bought,lcy,rate,date,leverage,comment
Buy,158481,BRL,5.282700061798096,2022-08-04 00:00:00,4,NA
Sell,158481,BRL,5.110099792480469,2022-08-09 00:00:00,4,Model predicted sell
Buy,153711,BRL,5.123700141906738,2022-08-10 00:00:00,4,NA
Sell,153711,BRL,5.093699932098389,2022-08-11 00:00:00,4,Model predicted sell
Buy,157211,BRL,5.2403998374938965,2022-09-02 00:00:00,4,NA
Sell,157211,BRL,5.153900146484375,2022-09-06 00:00:00,4,Model predicted sell
Buy,155112,BRL,5.170400142669678,2022-09-22 00:00:00,4,NA
Sell,155112,BRL,5.115499973297119,2022-09-23 00:00:00,4,Model predicted sell
Buy,161682,BRL,5.389400005340576,2022-09-27 00:00:00,4,NA
Sell,161682,BRL,5.374199867248535,2022-09-29 00:00:00,4,Model predicted sell
Buy,156602,BRL,5.220099925994873,2022-10-07 00:00:00,4,NA
Sell,156602,BRL,5.186800003051758,2022-10-11 00:00:00,4,Model predicted sell
Buy,158762,BRL,5.292099952697754,2022-10-12 00:00:00,4,NA
Sell,158762,BRL,5.259799957275391,2022-10-14 00:00:00,4,Model predicted sell
Buy,161517,BRL,5.383900165557861,2022-10-27 00:00:00,4,NA
Sell,161517,BRL,5.142399787902832,2022-11-02 00:00:00,4,Model predicted sell
Buy,154278,BRL,5.142600059509277,2022-11-03 00:00:00,4,NA
Sell,154278,BRL,5.078132152557373,2022-11-07 00:00:00,4,Model predicted sell
Buy,160247,BRL,5.341579914093018,2022-11-11 00:00:00,4,NA
Sell,160247,BRL,5.279058933258057,2022-11-14 00:00:00,4,Model predicted sell
Buy,162663,BRL,5.422100067138672,2022-11-18 00:00:00,4,NA
Sell,162663,BRL,5.318600177764893,2022-11-22 00:00:00,4,Model predicted sell
Buy,160749,BRL,5.35830020904541,2022-11-24 00:00:00,4,NA
Sell,160749,BRL,5.320000171661377,2022-11-25 00:00:00,4,Model predicted sell
Buy,158400,BRL,5.28000020980835,2022-12-06 00:00:00,4,NA
Sell,158400,BRL,5.203999996185303,2022-12-08 00:00:00,4,Model predicted sell
Buy,155997,BRL,5.199900150299072,2022-12-22 00:00:00,4,NA
Sell,155997,BRL,5.164299964904785,2022-12-26 00:00:00,4,Model predicted sell
Buy,158769,BRL,5.292300224304199,2022-12-28 00:00:00,4,NA
